 #! Swift/XRT lightcurve of trigger: 31978, name: NGC 5408 X-1
 #! T0 for this burst is Swift MET=229462503.0 s, = 2008 Apr 09 at 19:35:00.294 UT
 #! Data covers 0.3-10 keV
 #! The data are in 5 columns:  ! time, time error (+ve), time error (-ve), source count-rate, source error
 #! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 #! For a detailed description of the file, see
 #! http://www.swift.ac.uk/xrt_curves/docs.php
 #! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00031978
#! PC data
#!Time    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg
99414209.952	18000.000	-18000.000	9.167033e-02	1.103345e-02	-1.103345e-02
99486209.952	18000.000	-18000.000	6.119996e-02	1.362203e-02	-1.362203e-02
99522209.952	18000.000	-18000.000	7.240101e-02	1.169469e-02	-1.169469e-02
99594209.952	18000.000	-18000.000	8.335799e-02	1.053865e-02	-1.053865e-02
99666209.952	18000.000	-18000.000	8.883604e-02	1.053312e-02	-1.053312e-02
99774209.952	18000.000	-18000.000	5.809104e-02	8.777500e-03	-8.777500e-03
99882209.952	18000.000	-18000.000	7.553547e-02	8.923951e-03	-8.923951e-03
99954209.952	18000.000	-18000.000	8.781743e-02	1.040623e-02	-1.040623e-02
100026209.952	18000.000	-18000.000	8.978791e-02	1.087334e-02	-1.087334e-02
100098209.952	18000.000	-18000.000	8.356896e-02	9.028305e-03	-9.028305e-03
100278209.952	18000.000	-18000.000	8.993906e-03	4.741543e-03	-3.596227e-03
100386209.952	18000.000	-18000.000	1.855941e-02	6.014326e-03	-5.028275e-03
100458209.952	18000.000	-18000.000	1.103460e-02	3.984715e-03	-3.252961e-03
100530209.952	18000.000	-18000.000	1.676402e-02	5.463421e-03	-4.537278e-03
100638209.952	18000.000	-18000.000	9.458651e-02	1.072166e-02	-1.072166e-02
100674209.952	18000.000	-18000.000	1.144724e-02	7.169172e-03	-5.297176e-03
100782209.952	18000.000	-18000.000	4.908230e-03	3.288104e-03	-2.339271e-03
100854209.952	18000.000	-18000.000	7.309981e-02	9.224304e-03	-9.224304e-03
101034209.952	18000.000	-18000.000	2.532907e-02	5.313805e-03	-5.313805e-03
101142209.952	18000.000	-18000.000	5.798031e-02	7.462059e-03	-7.462059e-03
101250209.952	18000.000	-18000.000	1.131108e-01	1.154534e-02	-1.154534e-02
101286209.952	18000.000	-18000.000	1.200163e-01	1.103415e-02	-1.103415e-02
101394209.952	18000.000	-18000.000	8.055443e-02	9.665437e-03	-9.665437e-03
101466209.952	18000.000	-18000.000	1.136515e-01	1.062311e-02	-1.062311e-02
101574209.952	18000.000	-18000.000	9.564110e-02	9.468707e-03	-9.468707e-03
101718209.952	18000.000	-18000.000	3.191374e-02	6.552023e-03	-6.552023e-03
101790209.952	18000.000	-18000.000	9.387739e-02	1.084954e-02	-1.084954e-02
101862209.952	18000.000	-18000.000	1.749111e-02	4.800382e-03	-4.800382e-03
102042209.952	18000.000	-18000.000	9.498676e-02	1.069448e-02	-1.069448e-02
102114209.952	18000.000	-18000.000	8.552873e-02	1.058272e-02	-1.058272e-02
102294209.952	18000.000	-18000.000	9.821243e-02	1.070936e-02	-1.070936e-02
102366209.952	18000.000	-18000.000	9.493515e-02	1.121775e-02	-1.121775e-02
102438209.952	18000.000	-18000.000	1.059549e-01	1.087945e-02	-1.087945e-02
102510209.952	18000.000	-18000.000	9.188199e-02	1.439432e-02	-1.439432e-02
102726209.952	18000.000	-18000.000	5.617232e-02	8.677309e-03	-8.677309e-03
102762209.952	18000.000	-18000.000	8.811141e-02	9.157274e-03	-9.157274e-03
102870209.952	18000.000	-18000.000	8.222139e-02	9.484311e-03	-9.484311e-03
102942209.952	18000.000	-18000.000	7.058307e-02	1.340591e-02	-1.340591e-02
102978209.952	18000.000	-18000.000	1.288859e-01	5.376106e-02	-4.234249e-02
103086209.952	18000.000	-18000.000	5.623001e-02	2.803204e-02	-2.209379e-02
103122209.952	18000.000	-18000.000	7.382946e-02	9.427623e-03	-9.427623e-03
103230209.952	18000.000	-18000.000	5.926017e-02	1.294719e-02	-1.294719e-02
103266209.952	18000.000	-18000.000	8.600015e-02	1.136112e-02	-1.136112e-02
103374209.952	18000.000	-18000.000	8.161663e-02	1.045456e-02	-1.045456e-02
103446209.952	18000.000	-18000.000	6.961020e-02	1.237390e-02	-1.237390e-02
103482209.952	18000.000	-18000.000	6.618448e-02	1.127852e-02	-1.127852e-02
103662209.952	18000.000	-18000.000	7.664696e-02	8.697654e-03	-8.697654e-03
103734209.952	18000.000	-18000.000	6.789308e-02	9.043586e-03	-9.043586e-03
103878209.952	18000.000	-18000.000	6.883649e-02	8.644491e-03	-8.644491e-03
103986209.952	18000.000	-18000.000	7.354492e-02	8.660822e-03	-8.660822e-03
104130209.952	18000.000	-18000.000	7.444910e-02	9.308159e-03	-9.308159e-03
104238209.952	18000.000	-18000.000	9.764643e-02	1.083744e-02	-1.083744e-02
104346209.952	18000.000	-18000.000	7.891170e-02	9.448100e-03	-9.448100e-03
104418209.952	18000.000	-18000.000	7.191017e-02	9.524490e-03	-9.524490e-03
104526209.952	18000.000	-18000.000	8.481732e-02	9.817898e-03	-9.817898e-03
104598209.952	18000.000	-18000.000	6.036175e-02	8.717211e-03	-8.717211e-03
104670209.952	18000.000	-18000.000	6.395619e-02	8.502523e-03	-8.502523e-03
104742209.952	18000.000	-18000.000	7.411225e-02	9.265608e-03	-9.265608e-03
104850209.952	18000.000	-18000.000	8.541509e-02	1.004261e-02	-1.004261e-02
104922209.952	18000.000	-18000.000	4.930297e-02	8.504507e-03	-8.504507e-03
105138209.952	18000.000	-18000.000	8.915576e-02	9.944847e-03	-9.944847e-03
105174209.952	18000.000	-18000.000	7.902492e-02	9.396079e-03	-9.396079e-03
105282209.952	18000.000	-18000.000	1.433481e-01	3.793265e-02	-3.793265e-02
105318209.952	18000.000	-18000.000	8.647268e-02	1.123438e-02	-1.123438e-02
105498209.952	18000.000	-18000.000	8.974953e-02	7.126770e-03	-7.126770e-03
105606209.952	18000.000	-18000.000	6.647098e-02	1.005797e-02	-1.005797e-02
105750209.952	18000.000	-18000.000	5.931373e-02	8.631054e-03	-8.631054e-03
105822209.952	18000.000	-18000.000	7.702413e-02	9.540167e-03	-9.540167e-03
105894209.952	18000.000	-18000.000	8.116109e-02	9.533835e-03	-9.533835e-03
105966209.952	18000.000	-18000.000	7.249670e-02	9.067583e-03	-9.067583e-03
106110209.952	18000.000	-18000.000	9.319832e-02	1.811965e-02	-1.811965e-02
106146209.952	18000.000	-18000.000	6.623290e-02	9.756971e-03	-9.756971e-03
106254209.952	18000.000	-18000.000	5.796707e-02	1.073533e-02	-1.073533e-02
106290209.952	18000.000	-18000.000	3.926038e-02	1.380207e-02	-1.126745e-02
106362209.952	18000.000	-18000.000	8.270872e-02	9.856147e-03	-9.856147e-03
106434209.952	18000.000	-18000.000	8.354000e-02	1.391560e-02	-1.391560e-02
118890209.952	18000.000	-18000.000	4.615582e-02	1.144238e-02	-1.144238e-02
119106209.952	18000.000	-18000.000	7.241798e-02	1.297594e-02	-1.297594e-02
119646209.952	18000.000	-18000.000	5.973923e-02	1.374190e-02	-1.374190e-02
119898209.952	18000.000	-18000.000	5.758403e-02	8.314099e-03	-8.314099e-03
120042209.952	18000.000	-18000.000	8.443951e-02	1.014035e-02	-1.014035e-02
120150209.952	18000.000	-18000.000	6.229456e-02	8.536738e-03	-8.536738e-03
120258209.952	18000.000	-18000.000	5.191922e-02	1.032917e-02	-1.032917e-02
120402209.952	18000.000	-18000.000	7.426467e-02	9.243076e-03	-9.243076e-03
120510209.952	18000.000	-18000.000	4.653085e-02	8.532898e-03	-8.532898e-03
120582209.952	18000.000	-18000.000	6.569409e-02	9.045466e-03	-9.045466e-03
120690209.952	18000.000	-18000.000	8.163025e-02	9.002916e-03	-9.002916e-03
120762209.952	18000.000	-18000.000	7.206330e-02	9.958788e-03	-9.958788e-03
120870209.952	18000.000	-18000.000	7.503279e-02	9.932070e-03	-9.932070e-03
120906209.952	18000.000	-18000.000	6.711908e-02	8.775831e-03	-8.775831e-03
121014209.952	18000.000	-18000.000	6.898406e-02	9.086646e-03	-9.086646e-03
121050209.952	18000.000	-18000.000	6.984627e-02	1.241754e-02	-1.241754e-02
121086209.952	18000.000	-18000.000	4.854054e-02	1.183685e-02	-1.183685e-02
121158209.952	18000.000	-18000.000	7.753210e-02	1.028872e-02	-1.028872e-02
121230209.952	18000.000	-18000.000	5.738356e-02	8.495525e-03	-8.495525e-03
121338209.952	18000.000	-18000.000	7.737973e-02	1.022949e-02	-1.022949e-02
121554209.952	18000.000	-18000.000	6.355384e-02	8.899845e-03	-8.899845e-03
121626209.952	18000.000	-18000.000	7.307488e-02	9.130463e-03	-9.130463e-03
121698209.952	18000.000	-18000.000	7.180102e-02	1.050962e-02	-1.050962e-02
121770209.952	18000.000	-18000.000	1.031593e-01	5.535480e-02	-4.088516e-02
121806209.952	18000.000	-18000.000	8.535716e-02	1.027923e-02	-1.027923e-02
121842209.952	18000.000	-18000.000	1.108085e-01	1.811670e-02	-1.811670e-02
122058209.952	18000.000	-18000.000	5.572030e-02	7.868183e-03	-7.868183e-03
122130209.952	18000.000	-18000.000	8.197161e-02	9.919356e-03	-9.919356e-03
122238209.952	18000.000	-18000.000	8.046704e-02	1.397910e-02	-1.397910e-02
122418209.952	18000.000	-18000.000	1.306719e-01	5.840828e-02	-4.526593e-02
122526209.952	18000.000	-18000.000	6.381657e-02	8.601814e-03	-8.601814e-03
123030209.952	18000.000	-18000.000	6.258723e-02	8.512608e-03	-8.512608e-03
123246209.952	18000.000	-18000.000	7.949778e-02	1.616035e-02	-1.616035e-02
123282209.952	18000.000	-18000.000	5.969098e-02	1.487713e-02	-1.487713e-02
123318209.952	18000.000	-18000.000	5.987874e-02	1.533545e-02	-1.533545e-02
123534209.952	18000.000	-18000.000	8.687318e-02	1.219573e-02	-1.219573e-02
123750209.952	18000.000	-18000.000	7.583736e-02	1.467443e-02	-1.467443e-02
124038209.952	18000.000	-18000.000	7.293248e-02	1.009290e-02	-1.009290e-02
124290209.952	18000.000	-18000.000	5.543882e-02	8.366714e-03	-8.366714e-03
124506209.952	18000.000	-18000.000	3.851042e-02	2.136581e-02	-1.578083e-02
124794209.952	18000.000	-18000.000	8.887032e-02	1.480889e-02	-1.480889e-02
125082209.952	18000.000	-18000.000	4.463213e-02	1.413908e-02	-1.173575e-02
125298209.952	18000.000	-18000.000	6.218640e-02	7.582504e-03	-7.582504e-03
125622209.952	18000.000	-18000.000	6.095902e-02	8.758303e-03	-8.758303e-03
125838209.952	18000.000	-18000.000	6.152885e-02	1.479773e-02	-1.479773e-02
125874209.952	18000.000	-18000.000	6.597915e-02	1.079046e-02	-1.079046e-02
126090209.952	18000.000	-18000.000	8.141932e-02	3.699325e-02	-2.866946e-02
126126209.952	18000.000	-18000.000	5.987066e-02	1.568614e-02	-1.568614e-02
126162209.952	18000.000	-18000.000	6.218705e-02	2.091251e-02	-1.722816e-02
126882209.952	18000.000	-18000.000	4.770068e-02	9.019130e-03	-9.019130e-03
126918209.952	18000.000	-18000.000	4.889103e-02	2.165235e-02	-1.678040e-02
127422209.952	18000.000	-18000.000	4.484250e-02	9.150201e-03	-9.150201e-03
127926209.952	18000.000	-18000.000	5.547469e-02	8.048986e-03	-8.048986e-03
128142209.952	18000.000	-18000.000	6.339244e-02	1.092881e-02	-1.092881e-02
128178209.952	18000.000	-18000.000	8.204866e-02	1.331793e-02	-1.331793e-02
128466209.952	18000.000	-18000.000	5.277398e-02	1.180912e-02	-1.180912e-02
128682209.952	18000.000	-18000.000	7.982424e-02	9.986183e-03	-9.986183e-03
128970209.952	18000.000	-18000.000	6.177327e-02	9.874395e-03	-9.874395e-03
129006209.952	18000.000	-18000.000	5.256960e-02	1.652460e-02	-1.371579e-02
129222209.952	18000.000	-18000.000	5.404865e-02	1.990256e-02	-1.639614e-02
129258209.952	18000.000	-18000.000	4.153266e-02	9.811526e-03	-9.811526e-03
129474209.952	18000.000	-18000.000	4.315074e-02	9.756068e-03	-9.756068e-03
129510209.952	18000.000	-18000.000	5.605292e-02	1.492080e-02	-1.492080e-02
129726209.952	18000.000	-18000.000	5.177214e-02	1.129081e-02	-1.129081e-02
129762209.952	18000.000	-18000.000	5.166340e-02	1.241448e-02	-1.241448e-02
130518209.952	18000.000	-18000.000	3.799823e-02	6.827899e-03	-6.827899e-03
131814209.952	18000.000	-18000.000	5.740686e-02	8.678396e-03	-8.678396e-03
132102209.952	18000.000	-18000.000	5.258072e-02	8.198394e-03	-8.198394e-03
132318209.952	18000.000	-18000.000	7.978795e-02	1.030193e-02	-1.030193e-02
132390209.952	18000.000	-18000.000	5.882267e-02	1.790634e-02	-1.496259e-02
132570209.952	18000.000	-18000.000	5.042305e-02	7.519921e-03	-7.519921e-03
132822209.952	18000.000	-18000.000	8.241626e-02	1.996267e-02	-1.996267e-02
132858209.952	18000.000	-18000.000	6.017679e-02	9.680425e-03	-9.680425e-03
137286209.952	18000.000	-18000.000	6.531334e-02	6.396549e-03	-6.396549e-03
137610209.952	18000.000	-18000.000	1.268299e-01	4.396403e-02	-3.591210e-02
137898209.952	18000.000	-18000.000	7.090196e-02	3.565815e-02	-2.704495e-02
138006209.952	18000.000	-18000.000	6.720182e-02	7.010872e-03	-7.010872e-03
138330209.952	18000.000	-18000.000	6.136963e-02	6.801425e-03	-6.801425e-03
138690209.952	18000.000	-18000.000	7.164261e-02	6.951777e-03	-6.951777e-03
138978209.952	18000.000	-18000.000	6.628131e-02	4.130774e-02	-2.938775e-02
139014209.952	18000.000	-18000.000	6.237490e-02	7.766724e-03	-7.766724e-03
139374209.952	18000.000	-18000.000	6.006975e-02	6.329160e-03	-6.329160e-03
139698209.952	18000.000	-18000.000	5.217935e-02	8.591755e-03	-8.591755e-03
139734209.952	18000.000	-18000.000	9.657077e-02	1.317121e-02	-1.317121e-02
140022209.952	18000.000	-18000.000	6.912517e-02	6.483443e-03	-6.483443e-03
140418209.952	18000.000	-18000.000	7.568977e-02	6.564036e-03	-6.564036e-03
140742209.952	18000.000	-18000.000	6.735938e-02	1.414191e-02	-1.414191e-02
179370209.952	18000.000	-18000.000	7.838084e-02	9.630517e-03	-9.630517e-03
179514209.952	18000.000	-18000.000	7.190174e-02	9.164452e-03	-9.164452e-03
179694209.952	18000.000	-18000.000	8.232756e-02	1.008934e-02	-1.008934e-02
179838209.952	18000.000	-18000.000	7.002157e-02	6.353894e-03	-6.353894e-03
179874209.952	18000.000	-18000.000	6.552437e-02	7.186968e-03	-7.186968e-03
180054209.952	18000.000	-18000.000	5.940706e-02	8.626402e-03	-8.626402e-03
180162209.952	18000.000	-18000.000	8.062543e-02	9.633914e-03	-9.633914e-03
180414209.952	18000.000	-18000.000	6.254807e-02	8.749168e-03	-8.749168e-03
180486209.952	18000.000	-18000.000	7.998233e-02	8.646708e-03	-8.646708e-03
180522209.952	18000.000	-18000.000	6.383599e-02	6.289328e-03	-6.289328e-03
180558209.952	18000.000	-18000.000	7.085239e-02	7.768253e-03	-7.768253e-03
180594209.952	18000.000	-18000.000	5.680416e-02	7.262903e-03	-7.262903e-03
180738209.952	18000.000	-18000.000	7.181218e-02	9.429148e-03	-9.429148e-03
180918209.952	18000.000	-18000.000	7.457513e-02	1.538894e-02	-1.538894e-02
181098209.952	18000.000	-18000.000	4.490148e-02	8.429782e-03	-8.429782e-03
181386209.952	18000.000	-18000.000	9.199257e-02	1.021051e-02	-1.021051e-02
181566209.952	18000.000	-18000.000	4.895194e-02	7.961379e-03	-7.961379e-03
181746209.952	18000.000	-18000.000	6.800743e-02	9.398938e-03	-9.398938e-03
181890209.952	18000.000	-18000.000	5.068025e-02	7.734883e-03	-7.734883e-03
182070209.952	18000.000	-18000.000	9.028484e-02	1.023171e-02	-1.023171e-02
182466209.952	18000.000	-18000.000	6.137868e-02	1.057543e-02	-1.057543e-02
182574209.952	18000.000	-18000.000	7.497722e-02	1.490147e-02	-1.490147e-02
182790209.952	18000.000	-18000.000	7.959314e-02	1.134294e-02	-1.134294e-02
182934209.952	18000.000	-18000.000	6.251046e-02	9.295850e-03	-9.295850e-03
183114209.952	18000.000	-18000.000	8.055176e-02	1.049478e-02	-1.049478e-02
183294209.952	18000.000	-18000.000	8.713713e-02	1.307974e-02	-1.307974e-02
183474209.952	18000.000	-18000.000	6.708389e-02	9.336513e-03	-9.336513e-03
183690209.952	18000.000	-18000.000	9.037901e-02	1.126668e-02	-1.126668e-02
183798209.952	18000.000	-18000.000	6.002076e-02	8.272392e-03	-8.272392e-03
183978209.952	18000.000	-18000.000	8.172055e-02	1.127990e-02	-1.127990e-02
184122209.952	18000.000	-18000.000	5.730491e-02	1.060949e-02	-1.060949e-02
184158209.952	18000.000	-18000.000	4.224896e-02	1.510324e-02	-1.233711e-02
184374209.952	18000.000	-18000.000	6.104564e-02	7.267216e-03	-7.267216e-03
184482209.952	18000.000	-18000.000	5.374730e-02	1.006568e-02	-1.006568e-02
184518209.952	18000.000	-18000.000	6.132927e-02	1.280539e-02	-1.280539e-02
184698209.952	18000.000	-18000.000	6.359607e-02	9.003275e-03	-9.003275e-03
184842209.952	18000.000	-18000.000	5.630809e-02	9.017963e-03	-9.017963e-03
184986209.952	18000.000	-18000.000	4.673430e-02	1.049311e-02	-1.049311e-02
185238209.952	18000.000	-18000.000	8.119443e-02	1.472569e-02	-1.472569e-02
185382209.952	18000.000	-18000.000	4.793254e-02	1.522221e-02	-1.263478e-02
185526209.952	18000.000	-18000.000	7.569222e-02	9.856562e-03	-9.856562e-03
185742209.952	18000.000	-18000.000	9.634604e-02	1.682326e-02	-1.682326e-02
185958209.952	18000.000	-18000.000	9.171817e-02	1.209599e-02	-1.209599e-02
186354209.952	18000.000	-18000.000	6.940416e-02	8.893507e-03	-8.893507e-03
186534209.952	18000.000	-18000.000	7.292417e-02	9.804604e-03	-9.804604e-03
186678209.952	18000.000	-18000.000	8.479263e-02	1.186545e-02	-1.186545e-02
186858209.952	18000.000	-18000.000	7.723809e-02	9.749764e-03	-9.749764e-03
187002209.952	18000.000	-18000.000	6.201610e-02	8.886930e-03	-8.886930e-03
187146209.952	18000.000	-18000.000	4.518487e-02	9.776333e-03	-9.776333e-03
187398209.952	18000.000	-18000.000	5.551449e-02	8.582852e-03	-8.582852e-03
187542209.952	18000.000	-18000.000	6.743451e-02	1.103850e-02	-1.103850e-02
187758209.952	18000.000	-18000.000	6.423509e-02	8.515300e-03	-8.515300e-03
187902209.952	18000.000	-18000.000	7.269511e-02	9.117809e-03	-9.117809e-03
188082209.952	18000.000	-18000.000	5.114883e-02	9.125522e-03	-9.125522e-03
188118209.952	18000.000	-18000.000	5.990189e-02	1.384778e-02	-1.384778e-02
188262209.952	18000.000	-18000.000	6.769807e-02	8.269009e-03	-8.269009e-03
188406209.952	18000.000	-18000.000	5.767272e-02	1.025789e-02	-1.025789e-02
188442209.952	18000.000	-18000.000	6.165977e-02	1.065013e-02	-1.065013e-02
188586209.952	18000.000	-18000.000	4.799717e-02	1.243129e-02	-1.243129e-02
188802209.952	18000.000	-18000.000	4.699174e-02	7.394720e-03	-7.394720e-03
188946209.952	18000.000	-18000.000	6.398530e-02	1.031991e-02	-1.031991e-02
189054209.952	18000.000	-18000.000	3.977999e-02	7.129507e-03	-7.129507e-03
189306209.952	18000.000	-18000.000	3.239779e-02	6.464069e-03	-6.464069e-03
189450209.952	18000.000	-18000.000	4.958209e-02	1.771749e-02	-1.446384e-02
189486209.952	18000.000	-18000.000	8.849738e-02	1.599204e-02	-1.599204e-02
189630209.952	18000.000	-18000.000	4.183153e-02	1.012765e-02	-1.012765e-02
189810209.952	18000.000	-18000.000	6.710332e-02	9.400377e-03	-9.400377e-03
189954209.952	18000.000	-18000.000	8.071421e-02	1.398107e-02	-1.398107e-02
190134209.952	18000.000	-18000.000	6.992215e-02	1.131239e-02	-1.131239e-02
190314209.952	18000.000	-18000.000	6.860895e-02	3.017003e-02	-2.336386e-02
190350209.952	18000.000	-18000.000	5.294278e-02	8.816860e-03	-8.816860e-03
! PC Upper limit
12906209.952	18000.000	-18000.000	3.1648e-02	0.0000e+00	0.0000e+00
28890209.952	18000.000	-18000.000	5.0080e-01	0.0000e+00	0.0000e+00
43038209.952	18000.000	-18000.000	2.1980e-01	0.0000e+00	0.0000e+00
97470209.952	18000.000	-18000.000	3.4629e-02	0.0000e+00	0.0000e+00
98910209.952	18000.000	-18000.000	5.0227e-01	0.0000e+00	0.0000e+00
100206209.952	18000.000	-18000.000	1.8118e-02	0.0000e+00	0.0000e+00
100242209.952	18000.000	-18000.000	2.7612e-02	0.0000e+00	0.0000e+00
100710209.952	18000.000	-18000.000	3.7882e-02	0.0000e+00	0.0000e+00
100926209.952	18000.000	-18000.000	1.3385e-02	0.0000e+00	0.0000e+00
101970209.952	18000.000	-18000.000	1.5023e-02	0.0000e+00	0.0000e+00
103410209.952	18000.000	-18000.000	1.5874e-01	0.0000e+00	0.0000e+00
104058209.952	18000.000	-18000.000	7.6060e-01	0.0000e+00	0.0000e+00
